codec,generator,label,language,license,path,source_id,speaker_id,split,condition,condition_detail
noise_10db,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3139435.wav,LA_E_3139435,LA_0041,test,noise_10db,noise 10 dB SNR
clean,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7686262.wav,LA_E_7686262,LA_0028,test,clean,unmodified
opus_16k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7686262.wav,LA_E_7686262,LA_0028,test,opus_16k,opus@16k
opus_32k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7686262.wav,LA_E_7686262,LA_0028,test,opus_32k,opus@32k
g711_ulaw,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7686262.wav,LA_E_7686262,LA_0028,test,g711_ulaw,g711_ulaw
narrowband_8k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7686262.wav,LA_E_7686262,LA_0028,test,narrowband_8k,narrowband
noise_10db,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7686262.wav,LA_E_7686262,LA_0028,test,noise_10db,noise 10 dB SNR
clean,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3193935.wav,LA_E_3193935,LA_0038,test,clean,unmodified
opus_16k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3193935.wav,LA_E_3193935,LA_0038,test,opus_16k,opus@16k
opus_32k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3193935.wav,LA_E_3193935,LA_0038,test,opus_32k,opus@32k
g711_ulaw,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3193935.wav,LA_E_3193935,LA_0038,test,g711_ulaw,g711_ulaw
narrowband_8k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3193935.wav,LA_E_3193935,LA_0038,test,narrowband_8k,narrowband
noise_10db,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3193935.wav,LA_E_3193935,LA_0038,test,noise_10db,noise 10 dB SNR
clean,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9542422.wav,LA_E_9542422,LA_0015,test,clean,unmodified
opus_16k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9542422.wav,LA_E_9542422,LA_0015,test,opus_16k,opus@16k
opus_32k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9542422.wav,LA_E_9542422,LA_0015,test,opus_32k,opus@32k
g711_ulaw,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9542422.wav,LA_E_9542422,LA_0015,test,g711_ulaw,g711_ulaw
narrowband_8k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9542422.wav,LA_E_9542422,LA_0015,test,narrowband_8k,narrowband
noise_10db,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9542422.wav,LA_E_9542422,LA_0015,test,noise_10db,noise 10 dB SNR
clean,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7625255.wav,LA_E_7625255,LA_0044,test,clean,unmodified
opus_16k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7625255.wav,LA_E_7625255,LA_0044,test,opus_16k,opus@16k
opus_32k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7625255.wav,LA_E_7625255,LA_0044,test,opus_32k,opus@32k
g711_ulaw,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7625255.wav,LA_E_7625255,LA_0044,test,g711_ulaw,g711_ulaw
narrowband_8k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7625255.wav,LA_E_7625255,LA_0044,test,narrowband_8k,narrowband
noise_10db,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7625255.wav,LA_E_7625255,LA_0044,test,noise_10db,noise 10 dB SNR
clean,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_1727962.wav,LA_E_1727962,LA_0034,test,clean,unmodified
opus_16k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_1727962.wav,LA_E_1727962,LA_0034,test,opus_16k,opus@16k
opus_32k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_1727962.wav,LA_E_1727962,LA_0034,test,opus_32k,opus@32k
g711_ulaw,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_1727962.wav,LA_E_1727962,LA_0034,test,g711_ulaw,g711_ulaw
narrowband_8k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_1727962.wav,LA_E_1727962,LA_0034,test,narrowband_8k,narrowband
noise_10db,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_1727962.wav,LA_E_1727962,LA_0034,test,noise_10db,noise 10 dB SNR
clean,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4525116.wav,LA_E_4525116,LA_0020,test,clean,unmodified
opus_16k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4525116.wav,LA_E_4525116,LA_0020,test,opus_16k,opus@16k
opus_32k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4525116.wav,LA_E_4525116,LA_0020,test,opus_32k,opus@32k
g711_ulaw,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4525116.wav,LA_E_4525116,LA_0020,test,g711_ulaw,g711_ulaw
narrowband_8k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4525116.wav,LA_E_4525116,LA_0020,test,narrowband_8k,narrowband
noise_10db,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4525116.wav,LA_E_4525116,LA_0020,test,noise_10db,noise 10 dB SNR
clean,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3574273.wav,LA_E_3574273,LA_0014,test,clean,unmodified
opus_16k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3574273.wav,LA_E_3574273,LA_0014,test,opus_16k,opus@16k
opus_32k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3574273.wav,LA_E_3574273,LA_0014,test,opus_32k,opus@32k
g711_ulaw,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3574273.wav,LA_E_3574273,LA_0014,test,g711_ulaw,g711_ulaw
narrowband_8k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3574273.wav,LA_E_3574273,LA_0014,test,narrowband_8k,narrowband
noise_10db,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3574273.wav,LA_E_3574273,LA_0014,test,noise_10db,noise 10 dB SNR
clean,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3401260.wav,LA_E_3401260,LA_0017,test,clean,unmodified
opus_16k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3401260.wav,LA_E_3401260,LA_0017,test,opus_16k,opus@16k
opus_32k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3401260.wav,LA_E_3401260,LA_0017,test,opus_32k,opus@32k
g711_ulaw,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3401260.wav,LA_E_3401260,LA_0017,test,g711_ulaw,g711_ulaw
narrowband_8k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3401260.wav,LA_E_3401260,LA_0017,test,narrowband_8k,narrowband
noise_10db,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3401260.wav,LA_E_3401260,LA_0017,test,noise_10db,noise 10 dB SNR
clean,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_5470356.wav,LA_E_5470356,LA_0046,test,clean,unmodified
opus_16k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_5470356.wav,LA_E_5470356,LA_0046,test,opus_16k,opus@16k
opus_32k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_5470356.wav,LA_E_5470356,LA_0046,test,opus_32k,opus@32k
g711_ulaw,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_5470356.wav,LA_E_5470356,LA_0046,test,g711_ulaw,g711_ulaw
narrowband_8k,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_5470356.wav,LA_E_5470356,LA_0046,test,narrowband_8k,narrowband
noise_10db,A12,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_5470356.wav,LA_E_5470356,LA_0046,test,noise_10db,noise 10 dB SNR
clean,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_2673908.wav,LA_E_2673908,LA_0007,test,clean,unmodified
opus_16k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_2673908.wav,LA_E_2673908,LA_0007,test,opus_16k,opus@16k
opus_32k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_2673908.wav,LA_E_2673908,LA_0007,test,opus_32k,opus@32k
g711_ulaw,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_2673908.wav,LA_E_2673908,LA_0007,test,g711_ulaw,g711_ulaw
narrowband_8k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_2673908.wav,LA_E_2673908,LA_0007,test,narrowband_8k,narrowband
noise_10db,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_2673908.wav,LA_E_2673908,LA_0007,test,noise_10db,noise 10 dB SNR
clean,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6941543.wav,LA_E_6941543,LA_0007,test,clean,unmodified
opus_16k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6941543.wav,LA_E_6941543,LA_0007,test,opus_16k,opus@16k
opus_32k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6941543.wav,LA_E_6941543,LA_0007,test,opus_32k,opus@32k
g711_ulaw,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6941543.wav,LA_E_6941543,LA_0007,test,g711_ulaw,g711_ulaw
narrowband_8k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6941543.wav,LA_E_6941543,LA_0007,test,narrowband_8k,narrowband
noise_10db,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6941543.wav,LA_E_6941543,LA_0007,test,noise_10db,noise 10 dB SNR
clean,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9859089.wav,LA_E_9859089,LA_0007,test,clean,unmodified
opus_16k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9859089.wav,LA_E_9859089,LA_0007,test,opus_16k,opus@16k
opus_32k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9859089.wav,LA_E_9859089,LA_0007,test,opus_32k,opus@32k
g711_ulaw,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9859089.wav,LA_E_9859089,LA_0007,test,g711_ulaw,g711_ulaw
narrowband_8k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9859089.wav,LA_E_9859089,LA_0007,test,narrowband_8k,narrowband
noise_10db,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9859089.wav,LA_E_9859089,LA_0007,test,noise_10db,noise 10 dB SNR
clean,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3716625.wav,LA_E_3716625,LA_0017,test,clean,unmodified
opus_16k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3716625.wav,LA_E_3716625,LA_0017,test,opus_16k,opus@16k
opus_32k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3716625.wav,LA_E_3716625,LA_0017,test,opus_32k,opus@32k
g711_ulaw,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3716625.wav,LA_E_3716625,LA_0017,test,g711_ulaw,g711_ulaw
narrowband_8k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3716625.wav,LA_E_3716625,LA_0017,test,narrowband_8k,narrowband
noise_10db,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3716625.wav,LA_E_3716625,LA_0017,test,noise_10db,noise 10 dB SNR
clean,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_2433246.wav,LA_E_2433246,LA_0015,test,clean,unmodified
opus_16k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_2433246.wav,LA_E_2433246,LA_0015,test,opus_16k,opus@16k
opus_32k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_2433246.wav,LA_E_2433246,LA_0015,test,opus_32k,opus@32k
g711_ulaw,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_2433246.wav,LA_E_2433246,LA_0015,test,g711_ulaw,g711_ulaw
narrowband_8k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_2433246.wav,LA_E_2433246,LA_0015,test,narrowband_8k,narrowband
noise_10db,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_2433246.wav,LA_E_2433246,LA_0015,test,noise_10db,noise 10 dB SNR
clean,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6530699.wav,LA_E_6530699,LA_0005,test,clean,unmodified
opus_16k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6530699.wav,LA_E_6530699,LA_0005,test,opus_16k,opus@16k
opus_32k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6530699.wav,LA_E_6530699,LA_0005,test,opus_32k,opus@32k
g711_ulaw,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6530699.wav,LA_E_6530699,LA_0005,test,g711_ulaw,g711_ulaw
narrowband_8k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6530699.wav,LA_E_6530699,LA_0005,test,narrowband_8k,narrowband
noise_10db,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6530699.wav,LA_E_6530699,LA_0005,test,noise_10db,noise 10 dB SNR
clean,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6220224.wav,LA_E_6220224,LA_0046,test,clean,unmodified
opus_16k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6220224.wav,LA_E_6220224,LA_0046,test,opus_16k,opus@16k
opus_32k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6220224.wav,LA_E_6220224,LA_0046,test,opus_32k,opus@32k
g711_ulaw,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6220224.wav,LA_E_6220224,LA_0046,test,g711_ulaw,g711_ulaw
narrowband_8k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6220224.wav,LA_E_6220224,LA_0046,test,narrowband_8k,narrowband
noise_10db,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6220224.wav,LA_E_6220224,LA_0046,test,noise_10db,noise 10 dB SNR
clean,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9007051.wav,LA_E_9007051,LA_0044,test,clean,unmodified
opus_16k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9007051.wav,LA_E_9007051,LA_0044,test,opus_16k,opus@16k
opus_32k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9007051.wav,LA_E_9007051,LA_0044,test,opus_32k,opus@32k
g711_ulaw,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9007051.wav,LA_E_9007051,LA_0044,test,g711_ulaw,g711_ulaw
narrowband_8k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9007051.wav,LA_E_9007051,LA_0044,test,narrowband_8k,narrowband
noise_10db,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9007051.wav,LA_E_9007051,LA_0044,test,noise_10db,noise 10 dB SNR
clean,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9444465.wav,LA_E_9444465,LA_0033,test,clean,unmodified
opus_16k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9444465.wav,LA_E_9444465,LA_0033,test,opus_16k,opus@16k
opus_32k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9444465.wav,LA_E_9444465,LA_0033,test,opus_32k,opus@32k
g711_ulaw,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9444465.wav,LA_E_9444465,LA_0033,test,g711_ulaw,g711_ulaw
narrowband_8k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9444465.wav,LA_E_9444465,LA_0033,test,narrowband_8k,narrowband
noise_10db,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9444465.wav,LA_E_9444465,LA_0033,test,noise_10db,noise 10 dB SNR
clean,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9960399.wav,LA_E_9960399,LA_0014,test,clean,unmodified
opus_16k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9960399.wav,LA_E_9960399,LA_0014,test,opus_16k,opus@16k
opus_32k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9960399.wav,LA_E_9960399,LA_0014,test,opus_32k,opus@32k
g711_ulaw,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9960399.wav,LA_E_9960399,LA_0014,test,g711_ulaw,g711_ulaw
narrowband_8k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9960399.wav,LA_E_9960399,LA_0014,test,narrowband_8k,narrowband
noise_10db,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9960399.wav,LA_E_9960399,LA_0014,test,noise_10db,noise 10 dB SNR
clean,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6067058.wav,LA_E_6067058,LA_0001,test,clean,unmodified
opus_16k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6067058.wav,LA_E_6067058,LA_0001,test,opus_16k,opus@16k
opus_32k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6067058.wav,LA_E_6067058,LA_0001,test,opus_32k,opus@32k
g711_ulaw,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6067058.wav,LA_E_6067058,LA_0001,test,g711_ulaw,g711_ulaw
narrowband_8k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6067058.wav,LA_E_6067058,LA_0001,test,narrowband_8k,narrowband
noise_10db,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6067058.wav,LA_E_6067058,LA_0001,test,noise_10db,noise 10 dB SNR
clean,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7522568.wav,LA_E_7522568,LA_0023,test,clean,unmodified
opus_16k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7522568.wav,LA_E_7522568,LA_0023,test,opus_16k,opus@16k
opus_32k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7522568.wav,LA_E_7522568,LA_0023,test,opus_32k,opus@32k
g711_ulaw,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7522568.wav,LA_E_7522568,LA_0023,test,g711_ulaw,g711_ulaw
narrowband_8k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7522568.wav,LA_E_7522568,LA_0023,test,narrowband_8k,narrowband
noise_10db,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7522568.wav,LA_E_7522568,LA_0023,test,noise_10db,noise 10 dB SNR
clean,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7558918.wav,LA_E_7558918,LA_0034,test,clean,unmodified
opus_16k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7558918.wav,LA_E_7558918,LA_0034,test,opus_16k,opus@16k
opus_32k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7558918.wav,LA_E_7558918,LA_0034,test,opus_32k,opus@32k
g711_ulaw,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7558918.wav,LA_E_7558918,LA_0034,test,g711_ulaw,g711_ulaw
narrowband_8k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7558918.wav,LA_E_7558918,LA_0034,test,narrowband_8k,narrowband
noise_10db,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7558918.wav,LA_E_7558918,LA_0034,test,noise_10db,noise 10 dB SNR
clean,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_8608201.wav,LA_E_8608201,LA_0026,test,clean,unmodified
opus_16k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_8608201.wav,LA_E_8608201,LA_0026,test,opus_16k,opus@16k
opus_32k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_8608201.wav,LA_E_8608201,LA_0026,test,opus_32k,opus@32k
g711_ulaw,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_8608201.wav,LA_E_8608201,LA_0026,test,g711_ulaw,g711_ulaw
narrowband_8k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_8608201.wav,LA_E_8608201,LA_0026,test,narrowband_8k,narrowband
noise_10db,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_8608201.wav,LA_E_8608201,LA_0026,test,noise_10db,noise 10 dB SNR
clean,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7337952.wav,LA_E_7337952,LA_0020,test,clean,unmodified
opus_16k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7337952.wav,LA_E_7337952,LA_0020,test,opus_16k,opus@16k
opus_32k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7337952.wav,LA_E_7337952,LA_0020,test,opus_32k,opus@32k
g711_ulaw,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7337952.wav,LA_E_7337952,LA_0020,test,g711_ulaw,g711_ulaw
narrowband_8k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7337952.wav,LA_E_7337952,LA_0020,test,narrowband_8k,narrowband
noise_10db,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7337952.wav,LA_E_7337952,LA_0020,test,noise_10db,noise 10 dB SNR
clean,A11,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9692093.wav,LA_E_9692093,LA_0028,test,clean,unmodified
